replicate,n_questions,A_full,A_block,A_I,B_full,B_block,B_I,den_full_min,den_full_max,den_block_min,den_block_max,den_full_mean,den_block_mean
11,470,0.67615780111174151,-0.38119924093389762,1.0573570420456391,0.67652178879433456,0.4157218964393864,0.26079989235494816,0.1282517730496453,0.18396099290780138,-0.00090425531914894997,0.052828014184397087,0.1552216312056737,0.023130319148936117
12,470,0.72737906740788905,0.65476284416825137,0.072616223239637678,0.72450886485457877,1.217458537248514,-0.49294967239393528,0.11895390070921974,0.17836879432624103,-0.011684397163120641,0.023496453900709147,0.13975620567375879,0.010434042553191419
13,470,0.62982110418829018,0.32582585771843509,0.3039952464698551,0.62800462557258951,0.34356222217258287,0.28444240340000665,0.14566312056737585,0.18951063829787235,0.013120567375886516,0.060868794326241149,0.16206542553191491,0.031749645390070948
14,470,0.67359829471086563,0.37559602000309289,0.29800227470777274,0.67301866521443365,0.320973545351464,0.35204511986296966,0.14095744680851074,0.18359929078014192,-0.012748226950354602,0.047216312056737708,0.15562570921985822,0.019858687943262475
15,470,0.6928218051367252,-0.48082009992456964,1.1736419050612947,0.69088458491964122,0.51693227988936852,0.1739523050302727,0.12270212765957456,0.15731205673758875,-0.00050354609929059713,0.045205673758865417,0.13878368794326251,0.019681028368794429
16,470,0.74340843909573517,0.54548506627661064,0.19792337281912453,0.7425750539101037,0.61701511611653759,0.12555993779356611,0.1180035460992907,0.17264893617021271,-0.0020921985815605115,0.037624113475177134,0.14767163120567367,0.017758510638297764
17,470,0.66478901163003257,0.380562612717742,0.28422639891229057,0.66518288171935169,0.36872553808288344,0.29645734363646825,0.13641666666666658,0.20570567375886512,0.0080744680851063677,0.045710992907801451,0.16968297872340415,0.027950886524822628
18,470,0.6971306625579381,0.1848208728087497,0.51230978974918839,0.69364089525354122,0.33938552827848478,0.35425536697505644,0.13203900709219862,0.17223404255319158,0.0031702127659574142,0.057975177304964653,0.15020904255319151,0.032450177304964578
19,470,0.66244643850117102,0.5794680127532511,0.082978425747919915,0.66207155843505749,0.5297870611183344,0.13228449731672309,0.14285460992907806,0.2009751773049645,-0.01623226950354606,0.035714539007092261,0.16647109929078016,0.013089361702127661
20,470,0.64953088691862093,0.14410500364175438,0.50542588327686655,0.64635169136147619,0.47084070534255523,0.17551098601892096,0.12508510638297865,0.18223758865248219,-0.0069184397163121192,0.042709219858156011,0.16109184397163115,0.020944503546099301
21,470,0.64635346845854336,0.19794577188510815,0.44840769657343521,0.64696645382139495,0.13561349093246131,0.51135296288893362,0.15996453900709212,0.20420921985815599,0.015223404255319095,0.051989361702127534,0.1769340425531914,0.031726063829787141
22,470,0.70960153660645076,0.7191122704723536,-0.0095107338659028429,0.70727552822413964,0.64796793679627218,0.059307591427867457,0.12375886524822705,0.17497872340425535,-0.003248226950354538,0.027177304964539017,0.14156560283687952,0.012298404255319206
23,470,0.6764907412733141,0.67962325022371939,-0.0031325089504052883,0.67992094410011483,0.56198516563848255,0.11793577846163228,0.13440780141843972,0.19716312056737595,-0.015056737588652558,0.043187943262411377,0.16758049645390072,0.01988865248226953
24,470,0.72021432242685157,0.45166901819520583,0.26854530423164574,0.71897300981355916,1.0806641445985739,-0.36169113478501469,0.11400354609929081,0.174645390070922,-0.016989361702127725,0.030085106382978732,0.13761897163120568,0.008436170212765914
25,470,0.60423559970358265,-0.10283472930566759,0.70707032900925026,0.60443163923930154,0.19369599073831711,0.41073564850098443,0.1545283687943263,0.2177198581560284,0.0068085106382980154,0.06032801418439715,0.18443297872340425,0.038594148936170247
26,470,0.70936211457064557,-0.35927015792534067,1.0686322724959862,0.71133476180151767,0.35905521180390204,0.35227954999761563,0.12339539007092198,0.18735815602836881,0.00084219858156031613,0.035930851063829816,0.14638173758865247,0.017880851063829778
27,470,0.64593234136663591,0.34740064443818996,0.29853169692844594,0.64471240510585892,0.29852449445358586,0.34618791065227306,0.14753546099290776,0.19659574468085106,-0.0069929078014184798,0.044702127659574431,0.16239166666666666,0.020043617021276577
28,470,0.64356261715855467,0.53502429305068955,0.10853832410786513,0.64537190458697702,0.56526633113816682,0.080105573448810197,0.13655851063829783,0.18899645390070924,-0.01408156028368801,0.051585106382978752,0.15976081560283684,0.027408156028368769
29,470,0.68301409853432138,0.099517556133020935,0.58349654240130044,0.68056467537199972,0.90192612024350582,-0.22136144487150611,0.13193085106382979,0.16537588652482277,-0.0057801418439715757,0.040923758865248294,0.14986329787234046,0.012436347517730512
30,470,0.61679467453638792,0.29862154287672754,0.31817313165966038,0.61975575141389228,0.18506110588838562,0.43469464552550663,0.14470390070921996,0.21361347517730511,0.0069503546099292102,0.049443262411347666,0.1752806737588653,0.031119680851063924
31,470,0.60693430601802956,0.53290617784726058,0.074028128170768981,0.6087582522585131,0.29019531064597337,0.31856294161253973,0.13594326241134747,0.19895390070921981,-0.0040567375886525481,0.05086879432624114,0.16329078014184389,0.029885106382978664
32,470,0.65454897062567841,0.18474789670861974,0.46980107391705866,0.65458773768721978,0.10233147078981869,0.55225626689740115,0.11569148936170209,0.16943971631205673,-0.0037021276595744501,0.033028368794326191,0.14386755319148936,0.015262943262411306
33,470,0.69214294656261344,0.33423270005363637,0.35791024650897707,0.70045488408349765,0.42452918444743587,0.27592569963606178,0.12309397163120567,0.17640070921985807,-0.0097907801418439799,0.048209219858156016,0.14375106382978714,0.024638475177304886
34,470,0.67834091433108268,0.44943888997441811,0.22890202435666457,0.68680045165028658,0.46995166531945437,0.21684878633083221,0.12740957446808515,0.18312765957446819,-0.010340425531914832,0.041225177304964611,0.1548301418439717,0.021496099290780207
35,470,0.56901418950767502,0.087405915688996555,0.48160827381867843,0.56513518021834297,0.058756330894765736,0.50637884932357724,0.14211702127659565,0.18899645390070913,0.021957446808510528,0.052648936170212712,0.16156524822695029,0.031507092198581499
36,470,0.69925228297901154,0.51956641153548389,0.17968587144352766,0.7009936143357095,0.50887565594987283,0.19211795838583667,0.13628368794326234,0.18485460992907798,0.016613475177304826,0.032563829787233933,0.15690620567375882,0.025070567375886421
37,470,0.62100691808613973,0.3801078072727101,0.24089911081342963,0.61812819053559753,0.24955320199442316,0.36857498854117438,0.13645744680851057,0.19315957446808513,-0.0143652482269504,0.035209219858155949,0.16543138297872337,0.025496631205673727
38,470,0.67386676790024691,0.52581280115974649,0.14805396674050042,0.67565202089963183,0.33598285745682321,0.33966916344280862,0.12596631205673758,0.18519503546099292,-0.0044042553191488976,0.034627659574468117,0.15416471631205675,0.019362056737588656
39,470,0.6993381015015856,0.19539805850949923,0.50394004299208639,0.69581054173197288,0.31167892387956642,0.38413161785240646,0.13929964539007089,0.19042553191489364,0.0029432624113475692,0.053138297872340368,0.16900744680851063,0.022565957446808525
40,470,0.64749794729403853,0.045696229256843093,0.6018017180371954,0.65216141589715759,0.049948524974261978,0.60221289092289565,0.14046276595744683,0.18660283687943263,-0.0025106382978723474,0.057092198581560283,0.15668085106382978,0.02497251773049643
41,470,0.63624232938542047,-0.49673170737513067,1.1329740367605512,0.63391069211463413,0.12976758537848632,0.50414310673614782,0.13992198581560289,0.21460283687943266,0.0012482269503546473,0.055707446808510697,0.17336631205673761,0.032178368794326312
42,470,0.70663070490034008,0.40251185824998331,0.30411884665035677,0.70637710142698062,0.50623203739972777,0.20014506402725285,0.13560992907801422,0.18257801418439712,0.0076578014184396359,0.046689716312056762,0.15905478723404254,0.023628191489361655
43,470,0.73484568135743078,0.13306118364774527,0.60178449770968556,0.73588039684139406,0.19199460231504598,0.54388579452634811,0.13273581560283698,0.19946453900709227,0.0050141843971631683,0.035234042553191514,0.16096968085106395,0.020234574468085159
44,470,0.72692214451419468,0.89957967130242478,-0.1726575267882301,0.7330200426300103,1.7885851077232791,-1.0555650650932686,0.092056737588652571,0.15037234042553199,-0.028907801418439627,0.034390070921985927,0.13043120567375893,0.0028145390070922539
45,470,0.6449934001810258,0.65788185852112846,-0.01288845834010266,0.64605191568727005,0.41053003183411646,0.23552188385315359,0.14695212765957438,0.16957801418439716,-0.0032375886524823594,0.045423758865248243,0.15609734042553186,0.028628014184397123
46,470,0.6845938101957425,0.67342344439887492,0.011170365796867587,0.68450455784276831,0.25899644577146885,0.42550811207129946,0.13678723404255311,0.15006028368794322,0.0017163120567375012,0.06470390070921983,0.14494539007092189,0.028384929078014116
47,470,0.62284008286603387,0.19075358118121749,0.43208650168481638,0.61977118537989739,0.21358978741779597,0.4061813979621014,0.14952127659574471,0.2009858156028369,0.013960992907801395,0.075512411347517683,0.17706117021276593,0.039417375886524803
48,470,0.62478021933521832,0.35634839255399553,0.26843182678122279,0.62467891967380706,0.35224479431183203,0.27243412536197503,0.14748936170212773,0.1981276595744681,0.015361702127659638,0.061460992907801493,0.17063404255319156,0.034911347517730527
49,470,0.70058341350373277,0.53348873171928524,0.16709468178444753,0.6993020621317898,0.41929070434488769,0.28001135778690212,0.15445035460992917,0.19102836879432628,0.011086879432624097,0.04011524822695034,0.17013138297872349,0.022562588652482295
50,470,0.6769131278291034,0.446052993266985,0.2308601345621184,0.67943980424938466,0.40343522920792502,0.27600457504145964,0.12694148936170213,0.18335106382978728,0.013273049645390111,0.040150709219858194,0.15282145390070928,0.023009397163120615
51,470,0.69782511254705237,0.16083114676328494,0.53699396578376746,0.69530259675265138,0.38327476152908374,0.31202783522356764,0.13701950354609921,0.18514893617021272,-0.0014503546099292608,0.047574468085106347,0.16686826241134747,0.022249468085106316
52,470,0.61947585442136965,0.041449143988792722,0.57802671043257692,0.6207058107497172,0.12209071151950293,0.4986150992302143,0.12720390070921989,0.17916312056737593,0.014368794326241163,0.057585106382978757,0.16197358156028374,0.032551950354609949
53,470,0.72240402747936883,1.1389295373857933,-0.41652550990642445,0.71458023331706133,0.65517651145359213,0.059403721863469205,0.12007092198581565,0.20148936170212761,0.0013865248226949678,0.034386524822694997,0.16598421985815601,0.019396808510638276
54,470,0.64925274751481854,-0.01011253401295235,0.65936528152777085,0.64915296486266294,0.05957542233517709,0.58957754252748584,0.16867730496453892,0.21131205673758852,0.020315602836879276,0.057088652482269464,0.18493794326241125,0.035579787234042447
55,470,0.63216507456083859,0.31585501464551591,0.31631005991532268,0.63378744303751411,0.37713061150806826,0.25665683152944585,0.1422695035460993,0.18875886524822705,0.007723404255319255,0.05100354609929092,0.15610000000000007,0.030447340425531995
56,470,0.64435980655465341,0.61746167051591483,0.026898136038738585,0.64080561830210203,0.45408920521617824,0.18671641308592379,0.12655673758865255,0.19111347517730498,-0.0010141843971630538,0.046505319148936242,0.14976382978723407,0.025683865248226988
57,470,0.68002135148707088,0.18699927276226708,0.4930220787248038,0.67886067915991211,0.21021097910692313,0.468649700052989,0.14766843971631199,0.17854609929078014,0.013340425531914835,0.042804964539007062,0.16176117021276593,0.031161702127659573
58,470,0.63073328119403038,0.27444355799224779,0.35628972320178259,0.63228654792089445,0.19555138868580146,0.43673515923509298,0.13721099290780142,0.16964539007092194,-0.0032234042553191955,0.046744680851063813,0.14566152482269495,0.020613652482269422
59,470,0.64815878501556423,0.090504241577531619,0.55765454343803267,0.64946647539196967,0.27617264366022459,0.37329383173174507,0.13981560283687938,0.23303191489361702,0.0031099290780142175,0.044287234042553081,0.17488741134751773,0.020453723404255254
60,470,0.65693495904433497,0.18368386862058006,0.47325109042375491,0.65732248145180372,0.30624116433752879,0.35108131711427493,0.1418226950354608,0.19061702127659563,0.010042553191489278,0.038478723404255177,0.16064148936170203,0.022951595744680718
61,470,0.65329907100591178,4.4771571552336002,-3.8238580842276884,0.65553902776359629,0.493133248475917,0.1624057792876793,0.13816134751773057,0.17191843971631199,-0.00023049645390071927,0.041010638297872326,0.15280992907801419,0.018526418439716318
62,470,0.49597218097571077,-0.13881746175037982,0.63478964272609062,0.49749024798503655,0.027572358506688547,0.46991788947834801,0.14620567375886528,0.19792198581560283,0.013593971631205681,0.076815602836879437,0.16958670212765961,0.04565035460992907
63,470,0.75194349112033421,1.0965940942401642,-0.34465060311982998,0.75371495506936859,0.84953862692985782,-0.095823671860489235,0.12304078014184389,0.17629432624113467,-0.010801418439716381,0.035475177304964411,0.14742978723404246,0.011874822695035364
64,470,0.63251377382600038,-0.085835663484475661,0.71834943731047607,0.63506957391045915,0.11555126380275696,0.51951831010770222,0.14860992907801412,0.18612765957446803,0.0072659574468084687,0.054485815602836885,0.16405585106382972,0.028276418439716289
65,470,0.56609625633117899,0.33282764050333141,0.23326861582784758,0.5652784693079167,0.30524064367478509,0.2600378256331316,0.14912943262411338,0.19858865248226948,0.018120567375886409,0.051797872340425544,0.16950567375886522,0.03863014184397158
66,470,0.68688208183841737,0.27205635804909711,0.41482572378932026,0.68912264327844264,0.24120652874931814,0.4479161145291245,0.14459042553191492,0.20188652482269503,-0.0083333333333334147,0.0379326241134752,0.16641702127659574,0.021443617021276583
67,470,0.62719167503118156,0.22719411787461247,0.39999755715656909,0.62854472720506771,0.29012245013719934,0.33842227706786837,0.14688829787234037,0.19853191489361699,0.0075886524822695867,0.04743439716312059,0.1677148936170213,0.025006560283687983
68,470,0.65577980793186619,0.28782611166053573,0.36795369627133045,0.65571853509285283,0.22995439787719632,0.42576413721565654,0.13068971631205673,0.17741843971631205,0.0097304964539007832,0.051060283687943353,0.15420336879432631,0.033476418439716341
69,470,0.66533013639553873,-1.2589459419917017,1.9242760783872406,0.66235220781806647,0.62811601150527496,0.034236196312791511,0.13623936170212764,0.18124822695035459,0.00010638297872345159,0.035416666666666652,0.15672464539007089,0.019232624113475139
70,470,0.67751615785766661,0.13907524462444201,0.53844091323322463,0.67934103935192602,0.13997629395495995,0.53936474539696611,0.13983687943262407,0.20981914893617015,0.018914893617021256,0.04501063829787233,0.16612234042553187,0.033656914893616996
71,470,0.71067568921484148,0.16081789822188744,0.54985779099295407,0.70964708290453038,0.38942195179031347,0.32022513111421691,0.12956028368794315,0.18803191489361692,-0.002585106382978819,0.039902482269503492,0.15591932624113466,0.020455851063829709
72,470,0.59449089857891768,-0.01573819800140221,0.61022909658031987,0.59436345439007454,0.10635523401097813,0.48800822037909641,0.14824999999999999,0.21581205673758863,0.0040673758865248377,0.069297872340425615,0.16971312056737586,0.032496808510638311
73,470,0.64199922588368907,0.076770760371493357,0.56522846551219574,0.64159430150841867,0.14118215815824733,0.50041214335017137,0.15404964539007077,0.21842907801418432,0.0087659574468084145,0.045457446808510493,0.1800650709219857,0.031907624113475044
74,470,0.69151692241324958,0.38098572929727559,0.31053119311597399,0.69111921538593546,0.38677199662021583,0.30434721876571963,0.12725886524822683,0.1675425531914892,-0.016691489361702283,0.040556737588652358,0.14677677304964526,0.017416843971631096
75,470,0.71398232004560858,0.043270973906237575,0.670711346139371,0.71176762324039311,0.43380526918671397,0.27796235405367914,0.12824290780141845,0.18790425531914895,-0.0039113475177304791,0.043400709219858169,0.1565872340425532,0.019348404255319161
76,470,0.60306007872505629,0.37940987757463712,0.22365020115041917,0.60302692870510166,0.40481032622229512,0.19821660248280654,0.13695567375886525,0.16965957446808511,0.012960992907801505,0.042634751773049651,0.15206294326241138,0.02563191489361704
77,470,0.7170823836604503,4.4632747091359635,-3.746192325475513,0.72138484508259137,0.27816918113672984,0.44321566394586154,0.11286170212765956,0.1783581560283688,-0.0034964539007091844,0.030664893617021294,0.14939326241134757,0.014948936170212779
78,470,0.59493079253813996,0.1893547564173908,0.40557603612074916,0.59622840157291745,0.15806698618870779,0.43816141538420966,0.16325886524822691,0.19374822695035471,0.014053191489361794,0.054835106382978782,0.17918546099290789,0.031259751773049731
79,470,0.70533826182344361,2.6850093584770489,-1.9796710966536053,0.70921329069351824,1.0030242942124721,-0.29381100351895384,0.12281560283687942,0.18242553191489363,-0.0097624113475177632,0.031166666666666676,0.15030514184397165,0.012428900709219847
80,470,0.66137903585956681,0.42916135739219519,0.23221767846737162,0.66243742840829101,0.2302859675190943,0.4321514608891967,0.12537056737588648,0.17693971631205679,0.0039078014184398269,0.058836879432624056,0.15184734042553188,0.02040478723404255
81,470,0.60857191558859858,0.31610251249666038,0.2924694030919382,0.60841865096628822,0.26873326488293076,0.33968538608335747,0.14346631205673754,0.18904255319148938,0.017127659574468157,0.054368794326241088,0.16505904255319154,0.035227659574468127
82,470,0.70868562341848196,1.7286465256518728,-1.0199609022333909,0.71081335649579092,0.39451451159550721,0.3162988449002837,0.11510283687943257,0.18602482269503545,-0.00078368794326244551,0.039358156028368785,0.15115762411347514,0.021888829787234016
83,470,0.64761598443000545,0.25029348844843896,0.39732249598156649,0.6490829714892562,0.1621231269182182,0.48695984457103803,0.14422695035460997,0.18525531914893623,-0.0086985815602836913,0.035060283687943339,0.16562127659574469,0.019641843971631247
84,470,0.88731891799341001,0.61631661532482362,0.27100230266858638,0.88044591359996038,-1.1945440403695384,2.0749899539694989,0.077599290780141772,0.14895035460992906,-0.028280141843971707,0.0090425531914893886,0.11392659574468075,-0.0093462765957447458
85,470,0.55612242808769308,0.21482876049712446,0.34129366759056862,0.5610533186161325,0.25683612761088037,0.30421719100525213,0.13400531914893626,0.18094680851063838,0.018599290780141886,0.067365248226950447,0.16272109929078021,0.037342021276595819
86,470,0.67876568678732274,2.3094361156503393,-1.6306704288630165,0.67875855386145756,0.15758993972882915,0.52116861413262838,0.13924645390070922,0.1900709219858156,-0.00013297872340423122,0.035031914893617011,0.16540992907801416,0.018033156028368781
87,470,0.63262065091774189,0.29150219001251931,0.34111846090522258,0.63210666291237605,0.34121539660663613,0.29089126630573992,0.14388297872340428,0.1892624113475177,0.0059645390070921511,0.053021276595744682,0.16120248226950357,0.034349468085106395
88,470,0.72405292200756466,0.87549193820965188,-0.15143901620208722,0.72426476420556918,0.74359681668345168,-0.0193320524778825,0.13654964539007086,0.17436879432624108,-0.0053085106382978475,0.023514184397163129,0.15647269503546096,0.012855141843971619
89,470,0.74688591640910951,-0.24107721220435718,0.98796312861346669,0.74510338359288364,0.4191484667990299,0.32595491679385374,0.11862411347517726,0.17765602836879424,-0.01705673758865256,0.028638297872340401,0.14896666666666666,0.015270744680851022
90,470,0.72758706250792038,0.21296426277937136,0.51462279972854907,0.7272498837512027,0.71917663310641822,0.0080732506447844798,0.1128333333333334,0.16425177304964544,-0.0067411347517729592,0.033684397163120605,0.13688847517730501,0.014246985815602886
91,470,0.58323612372250688,0.23475451253675256,0.34848161118575433,0.58697953314235962,0.23182967281866854,0.35514986032369111,0.17226950354609927,0.23452127659574473,0.04136170212765955,0.077992907801418432,0.20183989361702129,0.060667553191489351
92,470,0.6276386082363814,0.16746238355538051,0.46017622468100089,0.62703545401754635,0.23031052730842966,0.39672492670911669,0.13698404255319158,0.21133687943262414,0.017230496453900734,0.047684397163120618,0.16945833333333343,0.031963475177305016
93,470,0.65466557615530263,0.16056778602281435,0.49409779013248828,0.65387459185046237,0.18107148142667026,0.47280311042379208,0.14637588652482264,0.19975531914893607,0.014053191489361572,0.047563829787233947,0.17001790780141834,0.033545390070921909
94,470,0.60861377984012854,0.040854402313590721,0.56775937752653782,0.60733690190484368,0.13736732296767548,0.46996957893716818,0.14730141843971639,0.18063475177304966,0.014617021276595699,0.053914893617021342,0.16319911347517729,0.033058333333333349
95,470,0.59835891495521587,-0.0085745535640472763,0.60693346851926311,0.59929523853464972,0.070299018610124872,0.52899621992452484,0.16541843971631209,0.21836879432624118,0.021851063829787187,0.069049645390070913,0.18445957446808511,0.040071985815602881
96,470,0.59435681104585014,-0.0097062853492321695,0.60406309639508227,0.59619724655819806,0.07976411032539088,0.51643313623280718,0.15714184397163117,0.19227659574468081,0.0093226950354609039,0.056102836879432516,0.17708333333333329,0.033974290780141782
97,470,0.60790110046130863,0.41411718006327841,0.19378392039803022,0.60751102990429651,0.2308877633024414,0.37662326660185508,0.14381205673758873,0.18192553191489363,-0.0067978723404255037,0.041209219858156176,0.15749414893617025,0.024048404255319213
98,470,0.76676548359203234,0.90526473619814529,-0.13849925260611295,0.76598295587205267,0.74705311173335764,0.018929844138695029,0.12668262411347525,0.16556560283687943,-0.0050602836879433122,0.030326241134751797,0.15187943262411346,0.015703546099290738
99,470,0.67383148098236201,0.24329397293593061,0.43053750804643143,0.67198205651937803,0.28596063832699004,0.386021418192388,0.11880141843971642,0.16498936170212786,0.011684397163120641,0.051276595744681075,0.13715248226950366,0.02590992907801427
100,470,0.63937913151223147,0.20025464997761805,0.43912448153461342,0.64341617699033526,0.22450356848084618,0.41891260850948908,0.15846808510638294,0.20069503546099293,0.021453900709219931,0.055521276595744684,0.17709024822695038,0.036519503546099313
101,470,0.70650631820949494,0.81956244308232473,-0.11305612487282979,0.70756126382990037,0.43231708754804127,0.2752441762818591,0.15295744680851064,0.19527304964539005,0.0016560283687943045,0.041297872340425534,0.17374858156028367,0.015039361702127645
102,470,0.64825179437894909,0.32231016152379544,0.32594163285515365,0.64966258568723223,0.27405486956394542,0.37560771612328681,0.15006028368794305,0.19160283687943241,0.021400709219858038,0.052606382978723276,0.17283085106382959,0.036314361702127505
103,470,0.71784380348168331,0.32423729505537713,0.39360650842630618,0.7173837207931949,0.57213733596980065,0.14524638482339425,0.12846453900709215,0.17968794326241133,0.0039326241134751694,0.055858156028368744,0.15044645390070921,0.019726950354609918
104,470,0.68936633338218045,0.37638891942620878,0.31297741395597167,0.68844478050413083,0.3281324990265414,0.36031228147758942,0.14975886524822696,0.20043262411347518,-0.022808510638297808,0.055634751773049662,0.17164574468085103,0.019579964539007073
105,470,0.67060995423486092,-0.32038536174018528,0.9909953159750462,0.6701846638729223,0.37808376808664423,0.29210089578627807,0.13707446808510643,0.19764184397163126,-0.0047872340425532123,0.043546099290780127,0.1716939716312057,0.02280443262411349
106,470,0.74840427888974381,0.86195683702585746,-0.11355255813611365,0.74934169500300019,0.25168981768572679,0.49765187731727339,0.13015070921985822,0.1911879432624114,-0.0065638297872340212,0.030475177304964629,0.15069326241134756,0.011436879432624203
107,470,0.6659354910167703,0.23773209297136547,0.42820339804540486,0.66682053008298559,0.25327472825691788,0.4135458018260677,0.15070567375886529,0.21453546099290788,0.018269503546099242,0.054168439716312133,0.17592588652482272,0.036587411347517716
108,470,0.68782671371906667,0.60563420622820341,0.082192507490863265,0.68666255951662658,0.33722861089125888,0.3494339486253677,0.14740070921985821,0.19011347517730498,-0.0010673758865248351,0.051450354609929139,0.16749893617021278,0.02285000000000002
109,470,0.58979117671621206,0.2053012775404302,0.38448989917578186,0.58791549430111167,0.22017927822129441,0.36773621607981727,0.15291134751773039,0.19221631205673745,0.021890070921985694,0.06760638297872329,0.17845957446808497,0.04484095744680841
110,470,0.63590831299210704,0.18983042260225041,0.44607789038985662,0.64206782960245556,0.1117895453990379,0.53027828420341772,0.13098758865248222,0.19174468085106383,-0.0048226950354609555,0.04797163120567377,0.16577836879432623,0.027586347517730536
111,470,0.65489761859006701,0.24819643527716623,0.40670118331290078,0.6537406378109768,0.2600232550219676,0.3937173827890092,0.13637234042553187,0.18773758865248213,0.031652482269503457,0.042021276595744617,0.15898794326241122,0.036444503546099204
112,470,0.64232798720710871,0.17236877479658369,0.46995921241052502,0.64452380060178749,0.143302605347009,0.50122119525477848,0.15541134751773056,0.21225177304964543,0.017514184397163013,0.06036524822695033,0.1750693262411348,0.041621985815602912
113,470,0.6477741098957247,0.81978338735437151,-0.1720092774586468,0.65332886112074429,0.34691423597279514,0.30641462514794915,0.11861702127659568,0.18749645390070913,-0.002843971631205755,0.049056737588652366,0.15594060283687933,0.024035106382978632
114,470,0.6379525768590838,1.3468724419418456,-0.70891986508276184,0.64000421869635826,0.26320824135393778,0.37679597734242049,0.13957092198581561,0.18847163120567373,-0.0019343971631206047,0.056487588652482268,0.16475124113475173,0.026505319148936113
115,470,0.66003228892238575,0.30489718581218761,0.35513510311019814,0.66233721198583784,0.24325454154243412,0.41908267044340375,0.12704609929078003,0.18136879432624103,0.0075673758865247853,0.041656028368794284,0.14827783687943255,0.028841312056737522
116,470,0.68011554124635665,0.92983418758863934,-0.24971864634228269,0.68239101792977008,1.0934769722429758,-0.41108595431320571,0.11121985815602842,0.17202836879432631,-0.010539007092198571,0.038031914893617125,0.1423797872340426,0.006879609929078101
117,470,0.68763009963472654,0.58153808788150019,0.10609201175322636,0.68462623130711386,0.29704548240774914,0.38758074889936472,0.11898581560283683,0.18322340425531908,0.0023687943262411526,0.046682624113475124,0.15931507092198577,0.020247872340425476
118,470,0.50963684561602429,0.12615641508002032,0.383480430536004,0.51322764040716506,0.19046169322814477,0.3227659471790203,0.15254609929078017,0.18475886524822704,0.019501773049645399,0.053212765957446784,0.16965602836879437,0.040185106382978737
119,470,0.74502306128933049,1.0302154779440702,-0.28519241665473971,0.74697233127565887,0.51299099836334516,0.23398133291231371,0.099484042553191376,0.16008156028368786,-0.0041968085106384168,0.021726950354609864,0.13634592198581555,0.010399999999999965
120,470,0.68746490409377703,-1.2212186370229892,1.9086835411167662,0.68958413372503624,0.80988558824667667,-0.12030145452164043,0.12562588652482271,0.18099290780141841,-0.0037056737588653244,0.029769503546099196,0.15414290780141843,0.01374592198581558
121,470,0.71845950736991393,0.41839888670988995,0.30006062066002398,0.72405216305262698,0.4464969451639938,0.27755521788863319,0.12220567375886521,0.19041489361702124,0.01319858156028364,0.037670212765957389,0.1501973404255319,0.023477482269503514
122,470,0.67997736798984165,0.41741305189826566,0.26256431609157599,0.67853994430198761,0.34525410056466821,0.3332858437373194,0.12989184397163117,0.19413829787234038,0.0077659574468084136,0.045656028368794344,0.15426400709219856,0.026375886524822673
